instanceId,costs,duration,effective,waiting,offTime
0,2710256.0,723181,131201,591980,0
1,2076160.0,96720,93120,3600,0
2,3425495.0,6399004,158730,6240274,0
3,4232136.0,5495337,207861,5057076,230400
4,4680624.0,256091,233637,22454,0
5,4738130.0,1964500,234432,1499668,230400
6,2513978.0,4502281,121949,4380332,0
7,4315673.0,3211907,218101,2763406,230400
8,2709923.0,888229,126423,761806,0
9,3305060.0,6325151,162654,6162497,0
10,4917491.0,2511013,244040,2036573,230400
11,4598863.0,4904308,232579,4441329,230400
12,2109348.0,2159071,98322,2060749,0
13,1797218.0,5571403,82133,5489270,0
14,4594481.0,1843275,233162,1379713,230400
15,1073405.0,6324525,48605,6275920,0
16,2927899.0,175531,140758,34773,0
17,2849333.0,6197603,137511,5829692,230400
18,3713257.0,5762373,190590,5341383,230400
19,3815363.0,826895,187986,638909,0
20,1669097.0,3933743,74091,3629252,230400
21,1488541.0,3935424,68368,3636656,230400
22,2387148.0,964047,117700,846347,0
23,1739572.0,215886,81545,134341,0
24,2589721.0,3885632,121780,3763852,0
25,2306757.0,5619150,111599,5507551,0
26,2070981.0,2585741,99799,2485942,0
27,1828758.0,3905658,86307,3819351,0
28,4664805.0,5779526,228887,5550639,0
29,4063659.0,3856409,200009,3656400,0
30,2611922.0,3384679,129714,3254965,0
31,4296854.0,6165400,216528,5718472,230400
32,2194037.0,278175,94515,183660,0
33,3314300.0,4328173,162588,3935185,230400
34,2935014.0,2158417,140447,2017970,0
35,2031634.0,6718444,86274,6632170,0
36,1846855.0,2717584,87649,2399535,230400
37,2001299.0,884595,85835,568360,230400
38,3773061.0,284643,186633,98010,0
39,3779032.0,4420562,193853,4226709,0
40,4245071.0,6306228,207455,6098773,0
41,1112823.0,3905600,50667,3854933,0
42,2469011.0,2462325,119998,2111927,230400
43,2151610.0,5641518,103308,5307810,230400
44,4064735.0,369884,203613,166271,0
45,3359286.0,2665348,157685,2507663,0
46,1836305.0,6181926,81892,5869634,230400
47,2475750.0,3706238,125634,3350204,230400
48,3465135.0,1249926,177611,841915,230400
49,3929633.0,3297965,191975,3105990,0
50,2716129.0,3082165,132894,2718871,230400
51,4202600.0,1994904,217171,1777733,0
52,2847681.0,3169369,139323,3030046,0
53,2803131.0,3053429,142360,2450269,460800
54,2325786.0,5002762,108102,4894660,0
55,1888835.0,5537914,84234,5453680,0
56,2898580.0,4991648,141167,4850481,0
57,1677134.0,2754845,74943,2679902,0
