1.800000000000000000e+01,9.000000000000000000e+00,6.400000000000000000e+01,1.690000000000000000e+02,9.800000000000000000e+01,1.500000000000000000e+01,2.410000000000000000e+02,7.000000000000000000e+00,1.810000000000000000e+02,2.900000000000000000e+01,4.130000000000000000e+02,7.300000000000000000e+01,3.510000000000000000e+02,5.900000000000000000e+01,9.000000000000000000e+01,1.700000000000000000e+01
1.800000000000000000e+01,9.000000000000000000e+00,6.400000000000000000e+01,1.690000000000000000e+02,9.800000000000000000e+01,1.500000000000000000e+01,2.410000000000000000e+02,7.000000000000000000e+00,3.620000000000000000e+02,3.600000000000000000e+01,4.130000000000000000e+02,2.120000000000000000e+02,3.510000000000000000e+02,5.900000000000000000e+01,9.000000000000000000e+01,1.700000000000000000e+01
1.800000000000000000e+01,9.000000000000000000e+00,6.400000000000000000e+01,1.690000000000000000e+02,9.800000000000000000e+01,1.500000000000000000e+01,2.410000000000000000e+02,7.000000000000000000e+00,3.620000000000000000e+02,3.600000000000000000e+01,4.130000000000000000e+02,2.120000000000000000e+02,3.510000000000000000e+02,5.900000000000000000e+01,4.020000000000000000e+02,1.250000000000000000e+02
1.800000000000000000e+01,9.000000000000000000e+00,6.400000000000000000e+01,1.690000000000000000e+02,9.800000000000000000e+01,1.500000000000000000e+01,2.410000000000000000e+02,1.500000000000000000e+01,9.700000000000000000e+01,3.600000000000000000e+01,4.150000000000000000e+02,4.000000000000000000e+00,3.740000000000000000e+02,2.400000000000000000e+01,4.020000000000000000e+02,1.250000000000000000e+02
1.800000000000000000e+01,9.000000000000000000e+00,6.400000000000000000e+01,1.690000000000000000e+02,9.800000000000000000e+01,1.500000000000000000e+01,2.410000000000000000e+02,1.690000000000000000e+02,9.700000000000000000e+01,3.600000000000000000e+01,4.150000000000000000e+02,4.000000000000000000e+00,3.740000000000000000e+02,2.400000000000000000e+01,4.020000000000000000e+02,1.250000000000000000e+02
1.800000000000000000e+01,9.000000000000000000e+00,6.400000000000000000e+01,1.690000000000000000e+02,9.800000000000000000e+01,1.500000000000000000e+01,2.410000000000000000e+02,1.690000000000000000e+02,9.700000000000000000e+01,3.600000000000000000e+01,4.150000000000000000e+02,4.000000000000000000e+00,3.740000000000000000e+02,5.900000000000000000e+01,9.000000000000000000e+01,1.700000000000000000e+01
8.600000000000000000e+01,4.120000000000000000e+02,3.600000000000000000e+01,1.860000000000000000e+02,4.130000000000000000e+02,2.800000000000000000e+01,2.120000000000000000e+02,1.690000000000000000e+02,3.620000000000000000e+02,2.900000000000000000e+01,4.150000000000000000e+02,9.800000000000000000e+01,2.200000000000000000e+01,3.590000000000000000e+02,3.450000000000000000e+02,1.700000000000000000e+01
8.600000000000000000e+01,4.120000000000000000e+02,6.400000000000000000e+01,1.690000000000000000e+02,9.800000000000000000e+01,1.500000000000000000e+01,2.410000000000000000e+02,7.000000000000000000e+00,3.620000000000000000e+02,3.600000000000000000e+01,4.130000000000000000e+02,2.120000000000000000e+02,3.510000000000000000e+02,5.900000000000000000e+01,9.000000000000000000e+01,1.700000000000000000e+01
8.600000000000000000e+01,4.120000000000000000e+02,6.400000000000000000e+01,1.690000000000000000e+02,9.800000000000000000e+01,2.800000000000000000e+01,4.100000000000000000e+01,3.670000000000000000e+02,7.200000000000000000e+01,2.390000000000000000e+02,4.130000000000000000e+02,1.800000000000000000e+01,3.510000000000000000e+02,5.900000000000000000e+01,9.000000000000000000e+01,1.700000000000000000e+01
8.600000000000000000e+01,4.120000000000000000e+02,6.400000000000000000e+01,1.690000000000000000e+02,4.150000000000000000e+02,1.500000000000000000e+01,2.410000000000000000e+02,2.300000000000000000e+01,1.810000000000000000e+02,2.900000000000000000e+01,4.130000000000000000e+02,1.800000000000000000e+01,3.510000000000000000e+02,5.900000000000000000e+01,9.000000000000000000e+01,1.700000000000000000e+01
8.600000000000000000e+01,4.120000000000000000e+02,6.400000000000000000e+01,1.690000000000000000e+02,4.150000000000000000e+02,1.500000000000000000e+01,2.410000000000000000e+02,1.690000000000000000e+02,1.810000000000000000e+02,2.900000000000000000e+01,4.130000000000000000e+02,1.800000000000000000e+01,3.510000000000000000e+02,5.900000000000000000e+01,9.000000000000000000e+01,1.700000000000000000e+01
8.600000000000000000e+01,4.120000000000000000e+02,6.400000000000000000e+01,1.690000000000000000e+02,4.150000000000000000e+02,1.500000000000000000e+01,2.410000000000000000e+02,2.000000000000000000e+02,1.810000000000000000e+02,2.900000000000000000e+01,4.130000000000000000e+02,1.800000000000000000e+01,3.510000000000000000e+02,5.900000000000000000e+01,9.000000000000000000e+01,1.700000000000000000e+01
1.060000000000000000e+02,7.000000000000000000e+00,8.900000000000000000e+01,7.000000000000000000e+00,9.800000000000000000e+01,1.140000000000000000e+02,2.100000000000000000e+01,5.800000000000000000e+01,7.200000000000000000e+01,1.690000000000000000e+02,4.130000000000000000e+02,1.800000000000000000e+01,3.510000000000000000e+02,5.900000000000000000e+01,9.000000000000000000e+01,1.700000000000000000e+01
1.060000000000000000e+02,5.800000000000000000e+01,3.600000000000000000e+01,1.860000000000000000e+02,4.130000000000000000e+02,1.500000000000000000e+01,2.410000000000000000e+02,1.690000000000000000e+02,3.620000000000000000e+02,3.600000000000000000e+01,4.120000000000000000e+02,9.800000000000000000e+01,2.200000000000000000e+01,8.600000000000000000e+01,3.450000000000000000e+02,1.700000000000000000e+01
1.060000000000000000e+02,5.800000000000000000e+01,3.600000000000000000e+01,1.860000000000000000e+02,4.130000000000000000e+02,1.500000000000000000e+01,2.410000000000000000e+02,1.690000000000000000e+02,3.620000000000000000e+02,9.300000000000000000e+01,4.150000000000000000e+02,4.000000000000000000e+00,3.740000000000000000e+02,2.400000000000000000e+01,4.020000000000000000e+02,1.250000000000000000e+02
1.060000000000000000e+02,5.800000000000000000e+01,3.600000000000000000e+01,1.860000000000000000e+02,4.130000000000000000e+02,2.800000000000000000e+01,4.100000000000000000e+01,1.690000000000000000e+02,3.620000000000000000e+02,2.900000000000000000e+01,4.120000000000000000e+02,9.800000000000000000e+01,2.200000000000000000e+01,8.600000000000000000e+01,3.450000000000000000e+02,1.700000000000000000e+01
1.060000000000000000e+02,5.800000000000000000e+01,3.340000000000000000e+02,1.690000000000000000e+02,9.800000000000000000e+01,1.500000000000000000e+01,2.410000000000000000e+02,3.000000000000000000e+00,3.620000000000000000e+02,2.900000000000000000e+01,4.150000000000000000e+02,4.000000000000000000e+00,3.740000000000000000e+02,2.400000000000000000e+01,3.450000000000000000e+02,1.700000000000000000e+01
1.060000000000000000e+02,5.800000000000000000e+01,3.340000000000000000e+02,1.690000000000000000e+02,9.800000000000000000e+01,1.500000000000000000e+01,2.410000000000000000e+02,3.000000000000000000e+00,3.620000000000000000e+02,2.900000000000000000e+01,4.150000000000000000e+02,4.000000000000000000e+00,3.740000000000000000e+02,2.400000000000000000e+01,4.020000000000000000e+02,1.250000000000000000e+02
