instanceId,costs,duration,effective,waiting,offTime
0,4647276.0,255819,232305,23514,0
1,4350565.0,268835,218093,50742,0
2,3232750.0,160309,156099,4210,0
3,2174109.0,1472949,107362,1365587,0
4,3161026.0,792407,154199,638208,0
5,4446668.0,3635158,222256,3182502,230400
6,4550095.0,5779079,221808,5557271,0
7,2001063.0,2790480,94214,2465866,230400
8,3856094.0,204858,200340,4518,0
9,4682255.0,4904029,235889,4437740,230400
10,2853160.0,3053157,144461,2447896,460800
11,4683671.0,653541,231467,191674,230400
12,3267641.0,4486204,156753,4329451,0
13,3993977.0,2741930,204756,2537174,0
14,2709063.0,4963046,130973,4832073,0
15,3981511.0,866317,196016,670301,0
16,3425633.0,738470,177054,331016,230400
17,3542615.0,5552242,171060,5381182,0
18,4107082.0,5638476,212276,5426200,0
19,4361087.0,1953915,218893,1504622,230400
20,3755565.0,364921,193069,171852,0
21,3511585.0,3245185,181341,3063844,0
22,4952634.0,5175701,247798,4697503,230400
23,3344778.0,6324729,164176,6160553,0
24,1676281.0,3933321,74279,3628642,230400
25,3845618.0,5615146,188251,5426895,0
26,1552440.0,6319162,70544,6248618,0
27,3811651.0,6670471,188130,6251941,230400
28,2789978.0,4885092,134195,4520497,230400
29,2144066.0,3925118,105917,3819201,0
30,3110754.0,4845128,151011,4463717,230400
31,2138993.0,277903,92421,185482,0
32,4053990.0,369612,203044,166568,0
33,2853531.0,3249746,137930,3111816,0
34,1694764.0,2584440,72676,2511764,0
35,5222259.0,2519062,259016,2029646,230400
36,2243465.0,4332567,103413,4229154,0
37,4343517.0,3211635,219275,2761960,230400
38,1971197.0,884323,84773,569150,230400
39,1882276.0,5005988,87920,4918068,0
40,5037415.0,6155820,248359,5677061,230400
41,2664740.0,888042,124782,763260,0
42,4812524.0,3863500,239214,3624286,0
43,3388212.0,6398732,157231,6241501,0
44,2360468.0,2728634,115265,2613369,0
45,3230669.0,3168013,154803,2782810,230400
46,3871378.0,2001384,200152,1801232,0
47,3507784.0,933642,180883,752759,0
48,3008428.0,4379753,143093,4236660,0
49,2357364.0,963860,116488,847372,0
50,2868238.0,3861180,143535,3717645,0
51,4528107.0,3393806,223777,3170029,0
52,1722901.0,227935,76203,151732,0
53,3070464.0,3047357,151559,2434998,460800
54,2236927.0,2575507,108444,2467063,0
55,1889682.0,978256,82301,895955,0
56,3935050.0,3376375,191043,3185332,0
57,1909104.0,957408,83464,643544,230400
58,3722457.0,2443546,195521,2017625,230400
59,3189591.0,4429229,156879,4272350,0
60,2713405.0,3081743,132774,2718569,230400
61,2781574.0,6197331,134636,5832295,230400
62,4410568.0,2529757,217095,2082262,230400
63,2584722.0,3885353,121743,3763610,0
64,2944732.0,175344,141331,34013,0
65,1828296.0,5571131,83379,5487752,0
66,3706658.0,6155088,180875,5743813,230400
67,2445135.0,4549048,111709,4437339,0
68,2551992.0,3384400,127426,3256974,0
69,1829197.0,3177170,80955,3096215,0
70,2561914.0,6701908,117903,6353605,230400
71,4302446.0,6165204,216834,5717970,230400
72,2113018.0,3700267,101986,3598281,0
73,3639375.0,1911184,175973,1504811,230400
74,3625253.0,2116004,179979,1936025,0
75,4804011.0,1449568,242207,1207361,0
76,2879870.0,3727039,136012,3591027,0
77,1510014.0,1439514,69314,1370200,0
78,3864569.0,3297686,189389,3108297,0
79,1387475.0,3649170,60096,3589074,0
80,1913375.0,696839,89206,607633,0
81,2445339.0,3639858,119145,3290313,230400
82,4264831.0,5582755,212254,5140101,230400
83,3239520.0,4886309,160382,4495527,230400
84,2630349.0,6239008,126798,6112210,0
85,4204594.0,1402918,212513,1190405,0
86,2737615.0,3866647,133935,3732712,0
87,1824608.0,2717312,86726,2400186,230400
88,3078891.0,1452427,154789,1297638,0
89,2306685.0,6219010,110803,6108207,0
90,2421848.0,5073328,120599,4952729,0
91,3820650.0,4351187,192871,3927916,230400
92,2138340.0,2656673,103416,2553257,0
93,2796257.0,6419840,134178,6285662,0
94,3073911.0,1274643,146204,898039,230400
95,2122400.0,5631940,102720,5529220,0
96,4221197.0,5494915,207470,5057045,230400
97,1119892.0,6324253,50476,6273777,0
98,2537595.0,2741854,124362,2617492,0
99,3286423.0,4271613,162391,3878822,230400
100,1761097.0,3639992,80571,3329021,230400
101,4107270.0,4523148,205623,4317525,0
102,3248505.0,6419756,157490,6262266,0
103,3769504.0,4420140,193415,4226725,0
104,2388602.0,6343759,114852,6228907,0
105,3318747.0,1355933,153484,1202449,0
106,1836643.0,3905386,86722,3818664,0
107,4062477.0,4861451,195051,4436000,230400
108,4586705.0,5778185,225508,5322277,230400
109,3810774.0,2594814,195664,2399150,0
110,4179239.0,6842990,203016,6639974,0
111,4173055.0,6305956,204577,6101379,0
112,2676754.0,366444,130922,235522,0
113,2744847.0,1284970,130308,1154662,0
114,2616457.0,722909,127174,595735,0
115,1910200.0,5537642,84995,5452647,0
116,1668214.0,2754566,74681,2679885,0
117,3028518.0,6115386,141974,5743012,230400
118,2333811.0,5002566,108183,4894383,0
119,2381825.0,657690,113608,313682,230400
120,1921038.0,6277491,88904,6188587,0
121,2394092.0,4928914,115564,4813350,0
122,3735444.0,1577599,186018,1391581,0
123,2861927.0,3168947,139811,3029136,0
124,3753865.0,5761951,192024,5339527,230400
125,3070952.0,6731540,146335,6354805,230400
126,2358018.0,5470963,114763,5125800,230400
127,2252102.0,6788867,106718,6682149,0
128,2071485.0,96533,92933,3600,0
129,4046408.0,851463,198844,652619,0
130,2713338.0,3982105,130750,3620955,230400
131,2009716.0,6718022,85434,6632588,0
132,3981036.0,644888,198350,216138,230400
133,2200431.0,5641239,105323,5305516,230400
134,3252253.0,1527118,152160,1374958,0
135,1388123.0,3655245,65037,3359808,230400
136,2712351.0,2078608,130822,1947786,0
137,1898907.0,3909479,89462,3820017,0
138,3856657.0,3823335,188329,3635006,0
139,4047406.0,1343473,212085,900988,230400
140,1732857.0,1938999,74246,1864753,0
141,4051593.0,3151606,209834,2711372,230400
142,4408912.0,2717254,217031,2500223,0
143,2698500.0,1409772,127305,1282467,0
144,3449028.0,6291194,165088,6126106,0
145,3423881.0,1216020,175479,579741,460800
146,3000915.0,1823189,148944,1443845,230400
147,1583011.0,638494,75611,332483,230400
148,2287505.0,3102184,107475,2764309,230400
149,3037157.0,3992640,157658,3834982,0
150,2947531.0,4991369,143372,4847997,0
151,1603073.0,4286726,76501,4210225,0
152,3387591.0,2050917,163905,1656612,230400
153,4870528.0,2510741,242203,2038138,230400
154,3957096.0,6317500,197318,6120182,0
155,1900884.0,6181647,84347,5866900,230400
156,4560150.0,5779330,224750,5324180,230400
157,4253502.0,5130396,206132,4693864,230400
158,1497082.0,2114030,65989,2048041,0
159,2878661.0,4245298,138257,3646241,460800
160,2080279.0,2568886,97887,2470999,0
161,4634261.0,4991660,227823,4763837,0
162,1471923.0,5013089,65481,4717208,230400
163,3788548.0,3783865,190242,3593623,0
164,3598500.0,2670916,185311,2485605,0
165,3834386.0,826708,188739,637969,0
166,4454467.0,5193343,220882,4972461,0
167,4793534.0,5170431,236817,4933614,0
168,3170868.0,4301409,149064,3921945,230400
169,4604795.0,939090,228045,711045,0
170,4695461.0,1964313,232815,1501098,230400
171,2350870.0,1426269,114709,1311560,0
172,4426308.0,6840211,225793,6614418,0
173,4377211.0,2095196,212863,1651933,230400
174,4319317.0,5207567,211575,4995992,0
175,3766302.0,1343275,189167,923708,230400
176,1195023.0,2767604,55581,2712023,0
177,3417792.0,2664917,160013,2504904,0
178,4861565.0,6870775,239085,6631690,0
179,1761805.0,704081,84089,619992,0
180,1129443.0,3905321,51285,3854036,0
181,2491815.0,3705959,125889,3349670,230400
182,3801040.0,6768902,192331,6346171,230400
183,3381590.0,284212,170871,113341,0
184,2128316.0,6822609,101131,6721478,0
185,2956877.0,2157986,141328,2016658,0
186,2375125.0,1492745,114458,1378287,0
187,3711341.0,4576452,193206,4383246,0
188,2442677.0,3994652,118044,3646208,230400
189,3079043.0,5045273,156723,4888550,0
190,3794624.0,3762140,186941,3575199,0
191,2529221.0,3260216,115668,3144548,0
192,3497797.0,1249654,179055,609799,460800
193,2883032.0,5509504,140200,5138904,230400
194,1967062.0,2585310,95204,2490106,0
195,1751181.0,215699,82156,133543,0
196,2152444.0,1569452,98818,1470634,0
197,1837686.0,4518802,83353,4435449,0
198,2110728.0,2158799,98364,2060435,0
199,2443137.0,2462053,118958,2112695,230400
200,1924624.0,5451236,90578,5130258,230400
201,3554790.0,786921,174681,612240,0
202,1551117.0,5812724,72293,5740431,0
203,2095902.0,674772,94791,579981,0
204,1782597.0,6057268,85791,5741077,230400
205,2358369.0,4952202,113538,4838664,0
206,2778038.0,2526983,130266,2396717,0
207,2457753.0,4396227,111735,4284492,0
208,2850747.0,1575547,143596,1431951,0
209,2822662.0,3080457,130542,2719515,230400
210,4232929.0,1994632,218562,1776070,0
211,3104717.0,6175105,158065,5786640,230400
212,4632544.0,1842844,234709,1377735,230400
213,5074316.0,5813364,253087,5560277,0
214,2511651.0,4502085,121950,4380135,0
215,4452951.0,2111158,227563,1653195,230400
216,4382002.0,4503773,224296,4279477,0
