18.0,8.0,2.0,25.0,25.0,28.0,6.0,18.0,24.0,27.0,15.0,20.0,26.0,4.0,8.0,1.0,23.0,7.0,25.0,14.0,11.0
20.0,3.0,23.0,25.0,26.0,28.0,1.0,20.0,25.0,28.0,4.0,18.0,26.0,14.0,6.0,25.0,23.0,3.0,26.0,21.0,22.0
20.0,3.0,28.0,25.0,26.0,27.0,1.0,20.0,25.0,28.0,4.0,18.0,26.0,14.0,6.0,25.0,23.0,3.0,26.0,21.0,24.0
20.0,3.0,28.0,25.0,26.0,27.0,14.0,20.0,24.0,28.0,3.0,17.0,25.0,11.0,13.0,25.0,23.0,3.0,26.0,21.0,26.0
20.0,3.0,28.0,25.0,26.0,27.0,14.0,20.0,24.0,28.0,3.0,17.0,25.0,11.0,13.0,25.0,23.0,3.0,26.0,21.0,24.0
20.0,3.0,28.0,25.0,26.0,27.0,14.0,20.0,24.0,28.0,3.0,17.0,25.0,11.0,13.0,25.0,23.0,3.0,26.0,21.0,26.0
20.0,3.0,28.0,25.0,26.0,27.0,14.0,20.0,24.0,28.0,3.0,17.0,25.0,11.0,13.0,27.0,23.0,7.0,26.0,21.0,25.0
20.0,3.0,28.0,25.0,26.0,27.0,14.0,20.0,24.0,28.0,4.0,18.0,26.0,14.0,6.0,25.0,23.0,3.0,26.0,21.0,26.0
20.0,3.0,28.0,25.0,26.0,28.0,1.0,20.0,25.0,28.0,4.0,18.0,26.0,14.0,6.0,25.0,23.0,3.0,26.0,21.0,24.0
20.0,3.0,28.0,25.0,26.0,28.0,14.0,20.0,24.0,28.0,3.0,17.0,25.0,11.0,13.0,27.0,23.0,7.0,26.0,21.0,25.0
