-1886833.857142857,-373300.85714285716,-281654.0,0.07789817228229426,1.0627590410118306,0.0
-1890790.0,-371230.5714285714,-279583.71428571426,0.10777708337533348,1.062682358289222,0.0
-1893022.0,-371230.5714285714,-279583.71428571426,0.09948653850030784,1.2714230313502952,0.0
-1893022.0,-369818.5714285714,-278171.71428571426,0.09359360410831,1.3177181059530214,0.0
-1893022.0,-367946.4285714286,-276299.5714285714,0.09359360410831,1.3118706939102043,0.0
-1893022.0,-369818.5714285714,-278171.71428571426,0.09359360410831,1.3177181059530214,0.0
-1884568.0,-417896.28571428574,-326249.4285714286,0.0759052923143182,1.3379094879052569,0.0
-1893022.0,-371757.28571428574,-280110.4285714286,0.10025314572514397,1.3041265008374903,0.0
-1893022.0,-371230.5714285714,-279583.71428571426,0.10777708337533348,1.255168206858232,0.0
-1884568.0,-417896.28571428574,-326249.4285714286,0.07590529231431821,1.3216546634131938,0.0
