instanceId,costs,duration,effective,waiting,offTime
0,2452282.0,657877,116541,310936,230400
1,2076160.0,96720,93120,3600,0
2,2932815.0,175531,140796,34735,0
3,1496174.0,2114217,65885,2048332,0
4,4680624.0,256262,233637,22625,0
5,3255009.0,6325394,160591,6164803,0
6,5237873.0,2519249,259636,2029213,230400
7,3283433.0,4486647,157323,4329324,0
8,2206025.0,278346,95019,183327,0
9,2904775.0,4991696,141464,4850232,0
10,3788906.0,4420805,194217,4226588,0
11,2707086.0,4963711,130940,4832771,0
12,4585899.0,5778612,225476,5322736,230400
13,4688343.0,4904356,236445,4437511,230400
14,1605405.0,1440188,73217,1366971,0
15,2053797.0,6718687,87305,6631382,0
16,3442922.0,284886,173570,111316,0
17,4828477.0,3864165,240173,3623992,0
18,3187439.0,6175532,161377,5783755,230400
19,1844063.0,4519245,83628,4435617,0
20,2681381.0,2079282,129564,1949718,0
21,1312954.0,3649366,57017,3592349,0
22,1765844.0,3905730,83669,3822061,0
23,3251795.0,4429425,159509,4269916,0
24,1681820.0,228378,74644,153734,0
25,4770068.0,1843518,240203,1372915,230400
26,3347538.0,738913,173755,334758,230400
27,4295081.0,2742173,216874,2525299,0
28,5026871.0,6156485,247883,5678202,230400
29,4350645.0,3212078,219419,2762259,230400
30,3876445.0,6317800,194121,6123679,0
31,3281233.0,1356376,152270,1204106,0
32,1631926.0,639168,77570,331198,230400
33,2913547.0,3249942,140520,3109422,0
34,2307064.0,4952398,111571,4840827,0
35,2859107.0,3169612,139745,3029867,0
36,3755571.0,4351630,190090,3931140,230400
37,3971404.0,866760,195557,671203,0
38,2380594.0,964047,117368,846679,0
39,1163466.0,6324680,52320,6272360,0
40,3173846.0,4301852,149474,3921978,230400
41,2791280.0,1285413,131795,1153618,0
42,2296779.0,4332894,105379,4227515,0
43,1688047.0,215886,79484,136402,0
44,1161169.0,2768269,54331,2713938,0
45,1144522.0,3905747,51976,3853771,0
46,2244152.0,1426712,110453,1316259,0
47,2796173.0,2527426,130911,2396515,0
48,3830105.0,6670771,188458,6251913,230400
49,1561022.0,6319605,70996,6248609,0
50,4158605.0,6306383,204041,6102342,0
51,4243814.0,5131061,205648,4695013,230400
52,3639238.0,2671359,187085,2484274,0
53,2159548.0,6823036,102339,6720697,0
54,2955074.0,4380196,140949,4239247,0
