instanceId,costs,duration,effective,waiting,offTime
0,3913112.0,206148,202548,3600,0
1,2076160.0,96720,93120,3600,0
2,3865101.0,635666,197641,207625,230400
3,2470309.0,5711959,112937,5599022,0
4,3270803.0,161769,157690,4079,0
5,3818563.0,4537598,187852,4349746,0
6,2370500.0,704273,113319,590954,0
7,4659297.0,700599,230771,239428,230400
8,2132001.0,8578147,100966,8477181,0
9,2811612.0,6106643,135125,5741118,230400
10,4332855.0,256470,219586,36884,0
11,4546809.0,6664344,224490,6209454,230400
12,3994211.0,5806656,192437,5614219,0
13,4922505.0,6400144,246517,5923227,230400
14,3422405.0,3850807,162483,3457924,230400
15,3536911.0,6833793,170916,6662877,0
16,4588135.0,7333279,225715,6877164,230400
17,3042533.0,7520705,142993,7377712,0
18,4182126.0,6732152,205672,6296080,230400
19,3018207.0,4897628,149408,4517820,230400
20,2256458.0,3157432,109345,3048087,0
21,3782718.0,5203580,190837,5012743,0
22,4215374.0,7963156,206294,7526462,230400
23,4255854.0,7538166,214954,7323212,0
24,1807050.0,5664591,81989,5582602,0
25,1833791.0,1373241,79786,1293455,0
26,2478534.0,3392320,121611,3040309,230400
27,2848766.0,3147709,133334,3014375,0
28,3245756.0,7961664,160500,7570764,230400
29,1978345.0,3207499,95807,3111692,0
30,5258311.0,3078762,260484,2587878,230400
31,2859818.0,2046520,143889,1902631,0
32,3797200.0,8236887,192283,8044604,0
33,2822133.0,3934684,136484,3798200,0
34,4367482.0,2430904,219254,1981250,230400
35,2519780.0,3380634,121577,3259057,0
36,4117223.0,4272932,212373,3830159,230400
37,3730635.0,2789641,196199,2593442,0
38,3403354.0,7936379,163278,7542701,230400
39,4488870.0,4369691,224068,3915223,230400
40,1612784.0,5163955,76882,5087073,0
41,1516133.0,7991318,69093,7922225,0
42,4195786.0,2495432,216783,2048249,230400
43,1792548.0,7382478,86360,7296118,0
44,2673487.0,5196078,128997,5067081,0
45,1204139.0,3674071,56081,3617990,0
46,2325954.0,6942854,112502,6830352,0
47,3372923.0,8066023,156546,7909477,0
48,2634286.0,6156426,127994,6028432,0
49,2066318.0,8190856,87886,8102970,0
50,1562544.0,2658276,68541,2589735,0
51,3024566.0,6273253,154650,6118603,0
52,4491502.0,2631230,229202,2171628,230400
53,4036464.0,4897089,198686,4468003,230400
54,3267855.0,1559829,151510,1408319,0
55,1785045.0,3172988,76299,3096689,0
56,2567980.0,1259462,120982,677680,460800
57,1806600.0,6894796,82361,6812435,0
58,1659470.0,1886063,75382,1810681,0
59,4092984.0,5678592,205053,5473539,0
60,1692128.0,774047,80347,693700,0
61,4667785.0,6078625,235429,5612796,230400
62,3386346.0,3309414,158843,3150571,0
63,2792550.0,4532699,132524,4400175,0
64,3303198.0,5632958,158388,5474570,0
65,1680849.0,730619,79461,651158,0
66,2437884.0,4432942,118744,4314198,0
67,4077385.0,690301,202421,257480,230400
68,2536579.0,4360028,126705,4233323,0
69,1900098.0,7551436,84663,7236373,230400
70,1993394.0,1314388,86934,997054,230400
71,2267004.0,1908522,111175,1797347,0
72,4168484.0,8577990,202521,8145069,230400
73,4616199.0,1269408,228493,810515,230400
74,3007313.0,6795369,145243,6650126,0
75,2646658.0,5043049,128114,4684535,230400
76,2829805.0,7601930,136541,7234989,230400
77,2092603.0,4965517,103628,4861889,0
78,5091987.0,7379222,253858,6894964,230400
79,4006942.0,967700,197256,770444,0
80,3966979.0,1508923,197321,1311602,0
81,2470264.0,5065218,118951,4946267,0
82,4837964.0,2465865,238956,1996509,230400
83,3900619.0,4879849,189817,4459632,230400
84,3217980.0,5534895,157826,5146669,230400
85,3249840.0,7612359,163834,7218125,230400
86,3989062.0,3364406,204639,3159767,0
87,1896542.0,7973980,87100,7886880,0
88,2074964.0,740864,93965,646899,0
89,4646614.0,2059321,235431,1823890,0
90,2514815.0,5551171,114333,5436838,0
91,2265634.0,3765520,106592,3428528,230400
92,1126318.0,7986728,50794,7935934,0
93,1722129.0,269474,76087,193387,0
94,3790616.0,300327,186897,113430,0
95,2611852.0,4946346,128414,4817932,0
96,2491025.0,8175117,115120,8059997,0
97,2105541.0,1276792,89803,956589,230400
98,2262509.0,5450421,104409,5115612,230400
99,3801092.0,5706977,197037,5509940,0
100,2054818.0,4470449,99842,4370607,0
101,3111456.0,5798798,151029,5647769,0
102,4056485.0,3840746,210010,3630736,0
103,2264443.0,1944140,109988,1834152,0
104,2598689.0,1472467,123883,1348584,0
105,4198445.0,1838538,212142,1395996,230400
106,1052841.0,4966241,48161,4918080,0
107,2878462.0,6203685,140559,6063126,0
108,4787736.0,6660960,236683,6193877,230400
109,4397997.0,3082255,216678,2635177,230400
110,2830812.0,3700478,143663,3096015,460800
111,2297314.0,8027904,111146,7916758,0
112,3210520.0,8122456,155619,7966837,0
113,3058787.0,3710556,150984,3329172,230400
114,3508216.0,3984603,181730,3802873,0
115,4078616.0,1489180,213249,1275931,0
116,1292469.0,4409531,56118,4353413,0
117,4535327.0,7447696,221042,7226654,0
118,3470295.0,1291054,179520,881134,230400
119,2345381.0,6731275,114570,6616705,0
120,4534423.0,7332518,223458,6878660,230400
121,2788390.0,3759919,128982,3630937,0
122,2564176.0,3983458,116925,3866533,0
123,1517048.0,4995328,69459,4695469,230400
124,2267207.0,6172766,109926,6062840,0
125,4363690.0,3315352,215495,3099857,0
126,3910172.0,315363,200218,115145,0
127,4773718.0,4864182,237920,4395862,230400
128,3239756.0,177419,153389,24030,0
129,4100938.0,6932468,211898,6720570,0
130,3501147.0,1374120,178543,965177,230400
131,2403076.0,6116626,115992,5770234,230400
132,4309035.0,8552274,221296,8100578,230400
133,3488060.0,1404400,178498,1225902,0
134,2581888.0,4460802,129438,4331364,0
135,2981571.0,2710053,142082,2567971,0
136,2262693.0,7601696,108979,7492717,0
