"","Start","7071","22475","22478","End","5641","1707","15930","7736","15862","6400","1471","677","7331","3149","186","5275","19019","9427","9437","8556","241","8955","7573","26321","49","2541","25141","22534","11760","11775","1","7492","410","9335","920","8824","3445","6995","11342","18929","957","436","11349","24544","8655","2274","1515","7080","6889","22491","11218","19295","7682","22404","1343","659","7374","1934","387","8065","8651","19214","448","7177","3480","559","7186","397","6979","7137","26757","8164","23335","12521","24517","261","308","15057","10183","7763","5506","8064","11611","9404","22829","4560","26248","14126","6767","7518","9987","669","5183","22438","7783","1646","26789","12535","10665","17965","11469","8033","8416","26344","294","7311","2091","15315","6694","4126","8268","8121","7641","8186","1007","19296","26788","15547","9484","26759","3421","163","3656","7299","7775","8727","117","11415","7574","6958","8213","19582","8491","17769","3113","5593","7820","8744","11509","2292","943","3747","7304","8774","22377","7638","8708","9184","6876","7836","9420","5189","1422","2834","8587","8160","6985","26780","10228","7010","8461","11568","1995","22543","716","12548","9154","5488","17625","19531","23978","23530","8572","5221","4912","22736","7297","7963","22074","695","26756","8749","26767","7314","8475","17525","7387","18317","5571","22439","6159","6204","3796","22485","12196","15345","3057","3926","2981","6872","26259","7144","6101","1295","19916","8813","13544","11829","6723","24536","341","11706","8139","8532","4032","29277","4067","11861","22560","1959","8223","8365","1795","2506","1378","19422","15323","26762","6260","15356","7320","6952","18942","12093","15352","10176","5020","7324","7854","11692","12062","22476","13014","12459","2463","7717","3603","13559","5154","8428","8188","22437","11613","13803","11387","2154","3815","6572","7143","8147","9489","7862","12935","10280","8688","11515","22950","4457","4708","8032","7819","26758","12532","4867","11197","8856","8022","11961","3003","22529","6954","6369","6497","11858","9187","2045","19811","22940","11557","2735","9761","6971","9452","17379","5714","10716","11395","22592","7355","4745","3695","26793","26271","11571","7781","18501","22533","9890","10742","8382","7599","2970","23842","3108","6851","7091","5858","9336","2465","9445","6844","11993","19591","9379","8661","4148","17807","2391","11314","17872","8203","7628","9483","4441","7039","22785","1860","2408","11799","22962","8973","6231","11159","8263","26359","15612","11393","4913","6625","6598","6551","22490","7650","5972","955","1134","11174","20194","21562","4834","9249","12175","11653","11772","8882","9146","19746","5028","29274","11805","7660","29280","6520","29281","29276","19572","19692","11548","7824","28881","11150","9332","2740","9451","9509","29579","8525","14440","29577","29578","2512","11678","11175","6229","4840","27293","9711","5668","15370","7147","8486","369","4701","8997","6426","8916","8443","18289","16695","528","7394","6186","8528","2804","6990","8450","2925","26147","9872","8588","1910","12836","11811","10962","6639","11583","7770","11204","12814","9519","9298","5292","5396","5802","7323","22624","8225","1792","2150","3729","8819","24519","8797","3917","157","3703","5778","6987","3409","9531","2144","5151","6469","4905","8177","15957","11041","11614","5064","9449","4130","9433","5330","26348","7490","13733","11353","6107","4924","11959","8995","9384","14128","17642","305","7019","26796","7007","6004","8736","10995","9886","10168","566","5667","22795","8248","10296","26298","3296","4765","8786","10923","1314","5573","5588","2649","8142","8112","7088","29704","3510","8536","8854","1684","7369","2133","18760","3502","8455","1524","10726","11327","15884","5613","4918","7423","6410","7389","5883","12006","7897","11302","10348","12915","6799","6894","8371","2453","7316","754","12129","6437","7611","6039","8772","2440","17296","11181","12452","3019","26763","11759","9348","16273","8498","21188","26772","5290","22496","9477","11973","6629","1113","5793","7592","23934","11854","7664","8614"
"Start",954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Traer informacion estudiante - banner",0,2,0,0,0,1,0,0,3,1,0,2,0,0,2,0,1,4,2,2,1,0,1,7,1,0,0,1,0,4,6,0,3,0,1,0,17,0,0,5,0,0,0,1,3,1,2,6,0,0,0,3,0,8,0,0,0,0,3,0,2,5,3,0,0,1,0,0,1,0,2,0,1,1,0,2,0,0,1,1,0,3,5,3,3,10,0,1,2,0,2,1,0,4,0,1,0,0,0,0,2,2,3,3,2,0,0,1,6,0,4,2,2,1,3,0,0,0,2,1,2,4,0,2,0,3,2,0,1,1,0,4,3,1,2,1,1,6,2,1,0,0,10,0,2,1,2,1,0,6,2,3,3,0,2,1,3,0,1,1,0,1,2,4,1,0,0,1,2,1,1,1,4,1,2,1,1,0,1,3,0,0,1,0,0,3,1,0,1,2,0,2,1,2,0,1,1,1,1,9,1,4,4,2,0,3,1,7,1,7,3,1,3,1,1,1,0,0,1,1,2,1,1,1,4,10,2,1,0,1,2,0,0,0,1,4,10,1,0,1,6,1,0,1,1,1,3,4,2,1,6,1,2,2,1,2,2,2,7,2,1,1,2,3,3,2,2,5,2,4,1,1,0,12,2,4,1,4,1,1,3,0,1,1,2,7,1,1,1,2,1,1,0,1,1,2,1,1,1,0,1,1,1,1,3,1,1,0,1,2,1,6,1,2,2,1,2,2,8,2,3,1,3,4,8,3,2,1,2,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,6,1,1,2,1,2,0,1,1,4,3,3,5,3,7,1,4,2,1,5,5,1,1,1,1,1,1,0,2,1,3,4,1,1,2,1,1,2,1,3,1,2,1,4,1,4,1,1,2,2,1,4,1,1,1,1,2,2,6,2,2,3,1,2,1,0,2,5,1,0,1,1,2,1,2,2,2,1,2,2,4,1,9,1,1,2,1,2,0,0,2,1,1,1,1,1,1,1,1,0,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,3,1,1,1,2,1,2,1,1,3,1,1,2,2,1,0,0,3,8,1,1,3,1,1,3,2,1,3,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,2,1,0,1,1,2,4,1,0,1,4,1,2,1,2,0,2,3,1,2,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,2,0,2,1,1,1,1,0,1,0,1,1,1,2,1,1,1,1,1,1
"Radicar Solicitud Homologacion",0,2,0,0,0,1,0,0,3,1,0,1,0,0,2,0,1,12,2,2,1,0,1,7,1,0,0,1,0,4,6,10,3,1,1,0,17,0,0,4,0,0,0,1,3,1,2,6,0,0,1,3,0,8,0,0,0,0,3,0,2,5,3,0,0,1,0,0,1,0,2,0,1,1,0,2,0,0,1,1,0,3,5,3,3,10,0,1,2,0,2,1,0,4,0,1,0,0,0,0,2,2,4,3,2,0,0,1,6,0,4,2,2,1,3,0,0,0,2,1,2,4,0,2,0,3,2,0,1,1,0,4,3,1,2,1,1,6,2,1,0,0,10,0,2,1,2,1,0,6,2,3,3,0,2,1,3,0,1,1,0,1,2,4,1,0,0,1,2,1,1,1,4,1,2,1,1,0,1,3,0,0,1,0,0,3,1,0,1,2,0,2,1,2,0,1,1,1,1,10,1,4,4,2,0,3,1,7,1,7,3,1,3,1,1,1,0,0,1,1,2,1,1,1,4,10,2,1,0,1,2,0,0,0,1,4,10,1,0,1,6,1,0,1,1,1,5,4,2,1,6,1,2,2,1,2,2,2,7,2,1,1,2,3,3,2,2,5,2,4,1,1,0,11,2,4,1,4,1,0,3,0,1,1,2,7,1,1,1,2,1,1,0,1,1,2,1,2,1,0,1,1,1,1,3,1,1,0,1,2,1,6,1,2,2,1,2,2,8,2,3,1,3,4,8,3,2,1,2,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,6,1,1,2,1,2,0,1,1,4,1,2,3,1,8,1,4,2,1,5,5,1,1,1,1,1,1,0,2,1,3,4,1,1,2,1,1,2,1,3,1,2,1,4,1,6,1,1,2,2,1,4,1,1,1,1,2,2,6,2,2,3,1,2,1,0,2,5,1,0,1,1,2,1,2,2,2,1,2,2,4,1,9,1,1,2,1,2,0,0,2,1,1,1,1,1,1,1,1,0,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,3,1,1,1,2,1,2,1,1,3,1,1,2,2,1,0,0,4,8,1,1,3,1,1,3,2,1,3,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,2,1,0,1,1,2,4,1,0,1,4,1,2,1,2,0,2,5,1,2,1,1,0,1,1,1,0,0,1,1,2,1,1,1,0,1,1,2,0,2,1,2,1,1,0,1,0,1,1,1,2,1,1,1,1,1,1
"Validar solicitud",0,0,68,0,0,0,63,0,0,0,6,0,98,0,0,17,0,85,0,0,0,7,0,0,0,7,0,0,2,0,0,0,0,0,0,8,0,0,0,0,28,0,0,0,0,0,0,0,10,0,0,0,0,0,43,0,18,0,0,17,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Homologacion por grupo de cursos",0,0,23,2,0,0,5,51,0,0,0,0,19,4,0,7,0,31,0,0,0,2,0,1,0,2,6,0,1,0,0,1,0,0,0,2,0,64,1,0,9,15,0,0,0,0,0,0,1,5,3,0,0,0,20,27,2,0,0,3,0,1,0,1,3,0,0,1,0,4,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,17,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,51,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Revisar curso",0,0,18,0,0,0,35,0,0,0,0,0,52,0,0,4,0,39,0,0,0,6,0,0,0,8,0,0,11,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,14,0,0,4,0,0,0,2,0,0,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Evaluacion curso",0,0,0,3,0,0,7,10,0,0,0,0,4,9,0,1,0,7,0,0,0,3,0,0,0,6,0,0,9,0,0,0,0,1,0,0,0,10,4,0,0,0,2,0,0,0,0,0,0,0,3,0,5,0,6,2,9,1,0,0,0,0,0,2,0,0,0,0,0,2,0,21,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"End",0,0,0,0,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cancelar Solicitud",0,1,52,0,0,0,8,0,1,0,3,0,42,0,0,4,0,53,0,1,0,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,1,0,0,0,6,0,3,0,0,2,32,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,3,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,2,0,1,0,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
