19.0,4.0,27.0,25.0,25.0,27.0,1.0,15.0,24.0,27.0,6.0,20.0,24.0,2.0,8.0,27.0,1.0,12.0,26.0,3.0,24.0
19.0,15.0,27.0,26.0,25.0,27.0,10.0,18.0,25.0,28.0,6.0,20.0,24.0,8.0,4.0,27.0,23.0,5.0,26.0,14.0,25.0
20.0,15.0,1.0,26.0,25.0,28.0,3.0,16.0,25.0,27.0,11.0,18.0,24.0,8.0,4.0,26.0,23.0,5.0,26.0,14.0,25.0
20.0,15.0,1.0,26.0,25.0,28.0,3.0,16.0,25.0,27.0,11.0,18.0,26.0,11.0,3.0,24.0,23.0,5.0,26.0,14.0,25.0
20.0,15.0,27.0,1.0,24.0,28.0,1.0,19.0,25.0,28.0,11.0,17.0,24.0,11.0,3.0,24.0,23.0,8.0,24.0,6.0,25.0
20.0,15.0,27.0,26.0,25.0,28.0,3.0,16.0,25.0,27.0,11.0,18.0,24.0,11.0,3.0,24.0,23.0,8.0,24.0,6.0,25.0
20.0,15.0,27.0,26.0,25.0,28.0,3.0,16.0,25.0,27.0,11.0,18.0,26.0,11.0,3.0,24.0,23.0,5.0,26.0,14.0,25.0
20.0,15.0,27.0,26.0,25.0,28.0,3.0,16.0,25.0,27.0,11.0,18.0,26.0,11.0,3.0,24.0,23.0,8.0,24.0,6.0,25.0
20.0,15.0,28.0,1.0,8.0,28.0,1.0,19.0,25.0,28.0,11.0,17.0,24.0,11.0,3.0,24.0,23.0,8.0,24.0,6.0,25.0
20.0,15.0,28.0,1.0,25.0,28.0,1.0,19.0,25.0,28.0,11.0,17.0,24.0,11.0,3.0,24.0,23.0,8.0,24.0,6.0,25.0
