instanceId,costs,duration,effective,waiting,offTime
0,3329531.0,6419756,160636,6259120,0
1,2099783.0,884239,89975,563864,230400
2,3232750.0,160206,156099,4107,0
3,3955688.0,3297583,193454,3104129,0
4,2217603.0,2158715,102729,2055986,0
5,2814994.0,3168947,137872,3031075,0
6,3811202.0,4351103,192429,3928274,230400
7,4198663.0,5130396,203775,4696221,230400
8,3856094.0,204774,200340,4434,0
9,3808805.0,3762056,187484,3574572,0
10,2354727.0,1426185,114876,1311309,0
11,2060185.0,6718022,87501,6630521,0
12,4581876.0,938987,227008,711979,0
13,5062292.0,5813280,252703,5560577,0
14,1198797.0,2767604,55947,2711657,0
15,3170388.0,1274643,150233,894010,230400
16,4639670.0,255735,232013,23722,0
17,2875736.0,5509420,139948,5139072,230400
18,1608729.0,5812621,74717,5737904,0
19,3899607.0,5615146,190394,5424752,0
20,1084965.0,6324169,49077,6275092,0
21,4418792.0,2717170,217551,2499619,0
22,2395968.0,2728531,116757,2611774,0
23,3188795.0,4301325,149867,3921058,230400
24,1623133.0,4286623,77265,4209358,0
25,4418852.0,2529654,217531,2081723,230400
26,1913375.0,696736,89206,607530,0
27,2161177.0,5641136,103737,5306999,230400
28,5006047.0,5175598,249983,4695215,230400
29,1866793.0,6277388,86223,6191165,0
30,3507784.0,933539,180883,752656,0
31,2427935.0,4928830,117331,4811499,0
32,4009011.0,1343172,199011,913761,230400
33,3292071.0,1355849,152524,1203325,0
34,1719731.0,215699,80898,134801,0
35,4310773.0,268732,216563,52169,0
36,2982838.0,6731437,142821,6358216,230400
37,2155711.0,3925034,106546,3818488,0
38,4697665.0,1964313,232907,1501006,230400
39,3368521.0,6291110,161939,6129171,0
40,2685824.0,6238905,129203,6109702,0
41,1814197.0,6057184,86941,5739843,230400
42,2683774.0,6419737,129305,6290432,0
43,2686542.0,2078505,129823,1948682,0
44,2326986.0,5002463,108006,4894457,0
45,3915182.0,3376291,190645,3185646,0
46,2101591.0,2568886,98751,2470135,0
47,2430822.0,963860,119548,844312,0
48,2814285.0,3080354,130043,2719911,230400
49,3095022.0,3047273,152513,2433960,460800
50,3029338.0,3992537,157447,3835090,0
51,4195468.0,5207464,206340,5001124,0
52,2913046.0,4991266,141719,4849547,0
53,4622249.0,5779227,227377,5321450,230400
54,3505471.0,786818,172708,614110,0
55,1742977.0,5632035,74067,5327568,230400
56,3262140.0,4486120,156514,4329606,0
57,2779577.0,2526899,130347,2396552,0
58,4365458.0,3211551,220216,2760935,230400
59,2778212.0,1527015,133219,1393796,0
60,1547110.0,5013005,68476,4714129,230400
61,3358381.0,6398648,155990,6242658,0
62,5076368.0,6155820,249974,5675446,230400
63,3962807.0,866233,195426,670807,0
64,4059519.0,644804,201515,212889,230400
65,2943013.0,175344,141214,34130,0
66,2991158.0,2157883,142645,2015238,0
67,4610678.0,6715137,231899,6252838,230400
68,3691648.0,4576452,192491,4383961,0
69,4475529.0,2111074,228595,1652079,230400
70,3240301.0,3167910,155249,2782261,230400
71,1931963.0,5005988,89937,4916051,0
72,4190573.0,1402834,212052,1190782,0
73,1669406.0,2584440,71642,2512798,0
74,4587427.0,5778101,225546,5322155,230400
75,4553092.0,4991576,224372,4767204,0
76,4069298.0,3151503,210607,2710496,230400
77,2149133.0,674669,97004,577665,0
78,1578525.0,2114030,69096,2044934,0
79,3104643.0,792304,152212,640092,0
80,2155815.0,6822525,102344,6720181,0
81,2138245.0,277819,92279,185540,0
82,1822104.0,4518718,82783,4435935,0
83,2337128.0,5618851,112876,5505975,0
84,3092088.0,5045189,157306,4887883,0
85,1936071.0,5451133,90943,5129790,230400
86,3349821.0,2050814,162261,1658153,230400
87,4119498.0,4523064,205893,4317171,0
88,2198903.0,1472865,108450,1364415,0
89,2534916.0,3885250,119763,3765487,0
90,3223809.0,4429126,158271,4270855,0
91,2541936.0,6701908,116957,6354551,230400
92,2647130.0,3081743,130189,2721154,230400
93,1678601.0,227851,74431,153420,0
94,2268825.0,6219010,109333,6109677,0
95,2621841.0,1284886,124943,1159943,0
96,4079731.0,4861367,196027,4434940,230400
97,3978919.0,369528,200153,169375,0
98,3874327.0,6670368,190548,6249420,230400
99,5242591.0,2519062,259830,2028832,230400
100,3866258.0,3823232,188702,3634530,0
101,4802321.0,1449568,242131,1207437,0
102,1762876.0,3639908,80586,3328922,230400
103,3656614.0,6154985,178777,5745808,230400
104,1940005.0,6181544,86010,5865134,230400
105,3851042.0,6768818,194363,6344055,230400
106,1590597.0,638391,76015,331976,230400
107,2677172.0,4963046,129676,4833370,0
108,2024362.0,2790377,95709,2464268,230400
109,3866130.0,826708,189913,636795,0
110,3344620.0,6324729,164180,6160549,0
111,2616457.0,722825,127174,595651,0
112,2525497.0,4501982,122404,4379578,0
113,1745032.0,1924081,74204,1849877,0
114,1403276.0,3655161,65616,3359145,230400
115,2874259.0,3249643,138846,3110797,0
116,4033752.0,3856053,198542,3657511,0
117,2779485.0,6197247,134581,5832266,230400
118,2369228.0,5470879,115353,5125126,230400
119,2301421.0,6788764,108673,6680091,0
120,1702165.0,2754463,75956,2678507,0
121,1343496.0,3649067,58225,3590842,0
122,3123636.0,4845044,151491,4463153,230400
123,2410386.0,5073225,120027,4953198,0
124,4170146.0,3335711,214482,3121229,0
125,2850724.0,4245195,137218,3647177,460800
126,1857043.0,3909479,87762,3821717,0
127,4455925.0,3635055,222831,3181824,230400
128,2071485.0,96533,92933,3600,0
129,3410712.0,1215936,174976,580160,460800
130,4799494.0,5170347,237071,4933276,0
131,1097209.0,3905218,50047,3855171,0
132,3412130.0,3245101,177358,3067743,0
133,4253012.0,1577599,206714,1370885,0
134,2415538.0,4548945,110804,4438141,0
135,2484037.0,3639858,120667,3288791,230400
136,3608414.0,2670832,185961,2484871,0
137,2444412.0,4396143,111138,4285005,0
138,3983791.0,1343370,209340,903630,230400
139,2409875.0,3705856,122591,3352865,230400
140,2102741.0,3700267,101651,3598616,0
141,2687519.0,3866544,131551,3734993,0
142,1544581.0,6319078,70203,6248875,0
143,4198342.0,6305872,205600,6100272,0
144,2402096.0,657690,114301,312989,230400
145,4629312.0,1842741,234627,1377714,230400
146,4859384.0,3863500,241014,3622486,0
147,4234226.0,1994548,218353,1776195,0
148,4105974.0,5638392,212116,5426276,0
149,2734223.0,1409669,128684,1280985,0
150,2797371.0,3053073,142246,2450027,460800
151,1545017.0,1439411,70675,1368736,0
152,4700669.0,653438,232259,190779,230400
153,3407817.0,284109,171910,112199,0
154,3246038.0,4271613,160862,3880351,230400
155,3848926.0,3783762,192606,3591156,0
156,1955384.0,957305,85422,641483,230400
